continent,country,disaster_type,decade,avg_deaths
America,United States of America,Flood,1990,374.0
America,United States of America,Storms,1990,1849.0
America,United States of America,Wildfires,1990,48.0
America,United States of America,Droughts,2000,0.0
America,United States of America,Earthquakes,2000,3.0
America,United States of America,Extreme_Temperatures,2000,387.0
America,United States of America,Flood,2000,299.0
America,United States of America,Storms,2000,3316.0
America,United States of America,Wildfires,2000,67.0
America,United States of America,Droughts,2010,0.0
America,United States of America,Earthquakes,2010,1.0
America,United States of America,Extreme_Temperatures,2010,185.0
America,United States of America,Flood,2010,271.0
America,United States of America,Storms,2010,2321.0
America,United States of America,Volcanoes,2010,0.0
America,United States of America,Wildfires,2010,215.0
America,United States of America,Droughts,2020,428.0
America,United States of America,Earthquakes,2020,2.0
America,United States of America,Extreme_Temperatures,2020,253.0
America,United States of America,Flood,2020,114.0
America,United States of America,Storms,2020,1208.0
America,United States of America,Wildfires,2020,175.0
America,Uruguay,Flood,1960,8.0
America,Uruguay,Flood,1980,0.0
America,Uruguay,Droughts,1990,0.0
America,Uruguay,Flood,1990,1.0
America,Uruguay,Storms,1990,2.0
America,Uruguay,Droughts,2000,0.0
America,Uruguay,Extreme_Temperatures,2000,7.0
America,Uruguay,Flood,2000,3.0
America,Uruguay,Storms,2000,9.0
America,Uruguay,Droughts,2010,0.0
America,Uruguay,Extreme_Temperatures,2010,4.0
America,Uruguay,Flood,2010,10.0
America,Uruguay,Droughts,2020,0.0
America,Uruguay,Flood,2020,0.0
America,Uruguay,Storms,2020,2.0
America,Venezuela,Earthquakes,1950,100.0
America,Venezuela,Earthquakes,1960,240.0
America,Venezuela,Flood,1960,0.0
America,Venezuela,Earthquakes,1980,3.0
America,Venezuela,Flood,1980,144.0
America,Venezuela,Storms,1980,11.0
America,Venezuela,Earthquakes,1990,80.0
America,Venezuela,Flood,1990,30034.0
America,Venezuela,Storms,1990,100.0
America,Venezuela,Droughts,2000,0.0
America,Venezuela,Flood,2000,160.0
America,Venezuela,Storms,2000,5.0
America,Venezuela,Droughts,2010,0.0
America,Venezuela,Flood,2010,66.0
America,Venezuela,Storms,2010,8.0
America,Venezuela,Flood,2020,94.0
America,Venezuela,Storms,2020,0.0
Asia,Afghanistan,Earthquakes,1950,2100.0
Asia,Afghanistan,Flood,1950,51.0
Asia,Afghanistan,Droughts,1960,0.0
Asia,Afghanistan,Flood,1960,107.0
Asia,Afghanistan,Droughts,1970,0.0
Asia,Afghanistan,Earthquakes,1970,61.0
Asia,Afghanistan,Flood,1970,321.0
Asia,Afghanistan,Earthquakes,1980,513.0
Asia,Afghanistan,Flood,1980,0.0
Asia,Afghanistan,Earthquakes,1990,7426.0
Asia,Afghanistan,Extreme_Temperatures,1990,224.0
Asia,Afghanistan,Flood,1990,1990.0
Asia,Afghanistan,Storms,1990,10.0
Asia,Afghanistan,Wildfires,1990,0.0
Asia,Afghanistan,Droughts,2000,37.0
Asia,Afghanistan,Earthquakes,2000,1236.0
Asia,Afghanistan,Extreme_Temperatures,2000,1665.0
Asia,Afghanistan,Flood,2000,1163.0
Asia,Afghanistan,Storms,2000,331.0
Asia,Afghanistan,Droughts,2010,0.0
Asia,Afghanistan,Earthquakes,2010,217.0
Asia,Afghanistan,Extreme_Temperatures,2010,45.0
Asia,Afghanistan,Flood,2010,1370.0
Asia,Afghanistan,Storms,2010,151.0
Asia,Afghanistan,Droughts,2020,0.0
Asia,Afghanistan,Earthquakes,2020,3515.0
Asia,Afghanistan,Extreme_Temperatures,2020,201.0
Asia,Afghanistan,Flood,2020,1032.0
Asia,Afghanistan,Storms,2020,13.0
Asia,Armenia,Earthquakes,1930,2890.0
Asia,Armenia,Earthquakes,1990,0.0
Asia,Armenia,Flood,1990,4.0
Asia,Armenia,Droughts,2000,0.0
Asia,Armenia,Flood,2000,1.0
Asia,Armenia,Extreme_Temperatures,2010,0.0
Asia,Armenia,Storms,2010,0.0
Asia,Armenia,Storms,2020,0.0
Asia,Azerbaijan,Earthquakes,1990,2.0
Asia,Azerbaijan,Flood,1990,16.0
Asia,Azerbaijan,Droughts,2000,0.0
Asia,Azerbaijan,Earthquakes,2000,31.0
Asia,Azerbaijan,Flood,2000,0.0
Asia,Azerbaijan,Earthquakes,2010,0.0
Asia,Azerbaijan,Extreme_Temperatures,2010,5.0
Asia,Azerbaijan,Flood,2010,3.0
Asia,Bangladesh,Storms,1900,172.0
Asia,Bangladesh,Storms,1910,0.0
Asia,Bangladesh,Storms,1920,6.0
Asia,Bangladesh,Storms,1930,0.0
Asia,Bangladesh,Droughts,1940,1900000.0
Asia,Bangladesh,Storms,1940,66500.0
Asia,Bangladesh,Storms,1950,700.0
Asia,Bangladesh,Flood,1960,10290.0
Asia,Bangladesh,Storms,1960,92623.0
Asia,Bangladesh,Droughts,1970,18.0
Asia,Bangladesh,Flood,1970,29375.0
Asia,Bangladesh,Storms,1970,307144.0
Asia,Bangladesh,Droughts,1980,0.0
Asia,Bangladesh,Earthquakes,1980,3.0
Asia,Bangladesh,Extreme_Temperatures,1980,170.0
Asia,Bangladesh,Flood,1980,7064.0
Asia,Bangladesh,Storms,1980,18977.0
Asia,Bangladesh,Earthquakes,1990,29.0
Asia,Bangladesh,Extreme_Temperatures,1990,801.0
Asia,Bangladesh,Flood,1990,2944.0
Asia,Bangladesh,Storms,1990,142594.0
Asia,Bangladesh,Droughts,2000,0.0
Asia,Bangladesh,Earthquakes,2000,4.0
Asia,Bangladesh,Extreme_Temperatures,2000,1247.0
Asia,Bangladesh,Flood,2000,2404.0
Asia,Bangladesh,Storms,2000,5588.0
Asia,Bangladesh,Earthquakes,2010,9.0
Asia,Bangladesh,Extreme_Temperatures,2010,306.0
Asia,Bangladesh,Flood,2010,653.0
Asia,Bangladesh,Storms,2010,592.0
Asia,Bangladesh,Flood,2020,423.0
Asia,Bangladesh,Storms,2020,80.0
Asia,Bhutan,Flood,1990,22.0
Asia,Bhutan,Storms,1990,17.0
Asia,Bhutan,Wildfires,1990,0.0
Asia,Bhutan,Earthquakes,2000,11.0
Asia,Bhutan,Flood,2000,200.0
Asia,Bhutan,Storms,2000,12.0
Asia,Bhutan,Earthquakes,2010,1.0
Asia,Bhutan,Earthquakes,2020,0.0
Asia,Bhutan,Flood,2020,10.0
Asia,Brunei,Wildfires,1990,0.0
Asia,Cambodia,Droughts,1980,0.0
Asia,Cambodia,Droughts,1990,0.0
Asia,Cambodia,Flood,1990,672.0
Asia,Cambodia,Storms,1990,25.0
Asia,Cambodia,Droughts,2000,0.0
Asia,Cambodia,Flood,2000,455.0
Asia,Cambodia,Storms,2000,19.0
Asia,Cambodia,Droughts,2010,0.0
Asia,Cambodia,Flood,2010,526.0
Asia,Cambodia,Storms,2010,0.0
Asia,Cambodia,Flood,2020,15.0
Asia,Cambodia,Storms,2020,61.0
Asia,China,Earthquakes,1900,14801.0
Asia,China,Earthquakes,1910,12912.0
Asia,China,Flood,1910,100000.0
Asia,China,Storms,1910,50000.0
Asia,China,Droughts,1920,3500000.0
Asia,China,Earthquakes,1920,231024.0
Asia,China,Storms,1920,105000.0
Asia,China,Earthquakes,1930,21077.0
Asia,China,Flood,1930,4360000.0
Asia,China,Earthquakes,1940,1396.0
Asia,China,Flood,1940,57330.0
Asia,China,Storms,1940,1800.0
Asia,China,Earthquakes,1950,93.0
Asia,China,Flood,1950,522986.0
Asia,China,Storms,1950,3784.0
Asia,China,Droughts,1960,0.0
Asia,China,Earthquakes,1960,3000.0
Asia,China,Flood,1960,1517061.0
Asia,China,Storms,1960,686.0
Asia,China,Droughts,1970,0.0
Asia,China,Earthquakes,1970,274042.0
Asia,China,Flood,1970,20000.0
Asia,China,Storms,1970,107.0
Asia,China,Droughts,1980,1400.0
Asia,China,Earthquakes,1980,1264.0
Asia,China,Extreme_Temperatures,1980,2.0
Asia,China,Flood,1980,14187.0
Asia,China,Mass_Movements_Dry,1980,277.0
Asia,China,Storms,1980,3231.0
Asia,China,Wildfires,1980,191.0
Asia,China,Droughts,1990,2000.0
Asia,China,Earthquakes,1990,640.0
Asia,China,Extreme_Temperatures,1990,144.0
Asia,China,Flood,1990,17925.0
Asia,China,Mass_Movements_Dry,1990,122.0
Asia,China,Storms,1990,5636.0
Asia,China,Wildfires,1990,52.0
Asia,China,Droughts,2000,134.0
Asia,China,Earthquakes,2000,87947.0
Asia,China,Extreme_Temperatures,2000,191.0
Asia,China,Flood,2000,5744.0
Asia,China,Mass_Movements_Dry,2000,55.0
Asia,China,Storms,2000,3191.0
Asia,China,Wildfires,2000,0.0
Asia,China,Droughts,2010,0.0
Asia,China,Earthquakes,2010,4218.0
Asia,China,Extreme_Temperatures,2010,47.0
Asia,China,Flood,2010,6227.0
Asia,China,Mass_Movements_Dry,2010,46.0
Asia,China,Storms,2010,1593.0
Asia,China,Wildfires,2010,52.0
Asia,China,Droughts,2020,0.0
Asia,China,Earthquakes,2020,292.0
Asia,China,Flood,2020,1063.0
Asia,China,Storms,2020,167.0
Asia,China,Wildfires,2020,23.0
Asia,Cyprus,Earthquakes,1950,40.0
Asia,Cyprus,Storms,1960,3.0
Asia,Cyprus,Storms,1980,0.0
Asia,Cyprus,Droughts,1990,0.0
Asia,Cyprus,Earthquakes,1990,2.0
Asia,Cyprus,Extreme_Temperatures,1990,52.0
Asia,Cyprus,Droughts,2000,0.0
Asia,Cyprus,Extreme_Temperatures,2000,9.0
Asia,Cyprus,Storms,2000,0.0
Asia,Cyprus,Wildfires,2000,0.0
Asia,Cyprus,Extreme_Temperatures,2020,101.0
Asia,Cyprus,Flood,2020,0.0
Asia,Cyprus,Wildfires,2020,4.0
Asia,East Timor,Droughts,2000,0.0
Asia,East Timor,Flood,2000,5.0
Asia,East Timor,Storms,2000,0.0
Asia,East Timor,Droughts,2010,0.0
Asia,East Timor,Earthquakes,2010,0.0
Asia,East Timor,Flood,2020,3.0
Asia,East Timor,Storms,2020,41.0
Asia,Georgia,Earthquakes,1990,9.0
Asia,Georgia,Flood,1990,8.0
Asia,Georgia,Droughts,2000,0.0
Asia,Georgia,Earthquakes,2000,6.0
Asia,Georgia,Flood,2000,1.0
Asia,Georgia,Storms,2000,0.0
Asia,Georgia,Flood,2010,52.0
Asia,Georgia,Storms,2010,0.0
Asia,Georgia,Flood,2020,0.0
Asia,Hong Kong,Storms,1900,10000.0
Asia,Hong Kong,Storms,1920,100.0
Asia,Hong Kong,Storms,1930,11000.0
Asia,Hong Kong,Storms,1940,2000.0
Asia,Hong Kong,Storms,1950,51.0
Asia,Hong Kong,Droughts,1960,0.0
Asia,Hong Kong,Flood,1960,80.0
Asia,Hong Kong,Storms,1960,325.0
Asia,Hong Kong,Wildfires,1960,0.0
Asia,Hong Kong,Droughts,1970,0.0
Asia,Hong Kong,Flood,1970,141.0
Asia,Hong Kong,Storms,1970,180.0
Asia,Hong Kong,Wildfires,1970,0.0
Asia,Hong Kong,Droughts,1980,0.0
Asia,Hong Kong,Extreme_Temperatures,1980,10.0
Asia,Hong Kong,Flood,1980,5.0
Asia,Hong Kong,Storms,1980,45.0
Asia,Hong Kong,Wildfires,1980,0.0
Asia,Hong Kong,Flood,1990,86.0
Asia,Hong Kong,Storms,1990,34.0
Asia,Hong Kong,Flood,2000,0.0
Asia,Hong Kong,Storms,2000,6.0
Asia,Hong Kong,Storms,2010,1.0
Asia,Hong Kong,Flood,2020,0.0
Asia,Hong Kong,Storms,2020,2.0
Asia,India,Droughts,1900,1250000.0
Asia,India,Earthquakes,1900,20000.0
Asia,India,Storms,1910,300.0
Asia,India,Flood,1920,36.0
Asia,India,Storms,1920,2007.0
Asia,India,Storms,1930,60333.0
Asia,India,Droughts,1940,1500000.0
Asia,India,Storms,1940,46304.0
Asia,India,Earthquakes,1950,1613.0
Asia,India,Extreme_Temperatures,1950,1051.0
Asia,India,Flood,1950,1188.0
Asia,India,Storms,1950,2960.0
Asia,India,Droughts,1960,1500000.0
Asia,India,Earthquakes,1960,192.0
Asia,India,Extreme_Temperatures,1960,500.0
Asia,India,Flood,1960,10698.0
Asia,India,Storms,1960,2652.0
Asia,India,Droughts,1970,0.0
Asia,India,Earthquakes,1970,73.0
Asia,India,Extreme_Temperatures,1970,811.0
Asia,India,Flood,1970,8383.0
Asia,India,Storms,1970,26350.0
Asia,India,Droughts,1980,300.0
Asia,India,Earthquakes,1980,421.0
Asia,India,Extreme_Temperatures,1980,2124.0
Asia,India,Flood,1980,12351.0
Asia,India,Mass_Movements_Dry,1980,45.0
Asia,India,Storms,1980,3909.0
Asia,India,Wildfires,1980,0.0
Asia,India,Droughts,1990,0.0
Asia,India,Earthquakes,1990,11391.0
Asia,India,Extreme_Temperatures,1990,4039.0
Asia,India,Flood,1990,13145.0
Asia,India,Storms,1990,18091.0
Asia,India,Wildfires,1990,6.0
Asia,India,Droughts,2000,20.0
Asia,India,Earthquakes,2000,37705.0
Asia,India,Extreme_Temperatures,2000,4919.0
Asia,India,Flood,2000,13666.0
Asia,India,Storms,2000,1008.0
Asia,India,Droughts,2010,0.0
Asia,India,Earthquakes,2010,221.0
Asia,India,Extreme_Temperatures,2010,4531.0
Asia,India,Flood,2010,13936.0
Asia,India,Mass_Movements_Dry,2010,16.0
Asia,India,Storms,2010,2735.0
Asia,India,Wildfires,2010,24.0
Asia,India,Earthquakes,2020,2.0
Asia,India,Extreme_Temperatures,2020,215.0
Asia,India,Flood,2020,7383.0
Asia,India,Storms,2020,473.0
Asia,Indonesia,Earthquakes,1910,15158.0
Asia,Indonesia,Volcanoes,1910,5000.0
Asia,Indonesia,Earthquakes,1920,965.0
Asia,Indonesia,Earthquakes,1930,32.0
Asia,Indonesia,Volcanoes,1930,2669.0
Asia,Indonesia,Earthquakes,1940,213.0
Asia,Indonesia,Earthquakes,1950,24.0
Asia,Indonesia,Flood,1950,114.0
Asia,Indonesia,Storms,1950,300.0
Asia,Indonesia,Volcanoes,1950,1337.0
Asia,Indonesia,Droughts,1960,8000.0
Asia,Indonesia,Earthquakes,1960,474.0
Asia,Indonesia,Flood,1960,348.0
Asia,Indonesia,Volcanoes,1960,2778.0
Asia,Indonesia,Droughts,1970,63.0
Asia,Indonesia,Earthquakes,1970,1952.0
Asia,Indonesia,Flood,1970,501.0
Asia,Indonesia,Storms,1970,1686.0
Asia,Indonesia,Volcanoes,1970,297.0
Asia,Indonesia,Droughts,1980,594.0
Asia,Indonesia,Earthquakes,1980,580.0
Asia,Indonesia,Flood,1980,1326.0
Asia,Indonesia,Mass_Movements_Dry,1980,131.0
Asia,Indonesia,Storms,1980,2.0
Asia,Indonesia,Volcanoes,1980,229.0
Asia,Indonesia,Droughts,1990,672.0
Asia,Indonesia,Earthquakes,1990,3321.0
Asia,Indonesia,Flood,1990,793.0
Asia,Indonesia,Volcanoes,1990,133.0
Asia,Indonesia,Wildfires,1990,300.0
Asia,Indonesia,Droughts,2000,0.0
Asia,Indonesia,Earthquakes,2000,174921.0
Asia,Indonesia,Flood,2000,2790.0
Asia,Indonesia,Storms,2000,4.0
Asia,Indonesia,Volcanoes,2000,2.0
Asia,Indonesia,Wildfires,2000,0.0
Asia,Indonesia,Droughts,2010,11.0
Asia,Indonesia,Earthquakes,2010,5512.0
Asia,Indonesia,Flood,2010,1178.0
Asia,Indonesia,Storms,2010,32.0
Asia,Indonesia,Volcanoes,2010,818.0
Asia,Indonesia,Wildfires,2010,19.0
Asia,Indonesia,Droughts,2020,0.0
Asia,Indonesia,Earthquakes,2020,477.0
Asia,Indonesia,Flood,2020,370.0
Asia,Indonesia,Storms,2020,227.0
Asia,Indonesia,Volcanoes,2020,94.0
Asia,Iran,Earthquakes,1900,5350.0
Asia,Iran,Earthquakes,1910,700.0
Asia,Iran,Earthquakes,1920,6400.0
Asia,Iran,Earthquakes,1930,3192.0
Asia,Iran,Earthquakes,1940,1370.0
Asia,Iran,Earthquakes,1950,7086.0
Asia,Iran,Extreme_Temperatures,1950,158.0
Asia,Iran,Flood,1950,4131.0
Asia,Iran,Droughts,1960,0.0
Asia,Iran,Earthquakes,1960,23348.0
Asia,Iran,Flood,1960,92.0
Asia,Iran,Earthquakes,1970,31973.0
Asia,Iran,Storms,1970,74.0
Asia,Iran,Earthquakes,1980,3388.0
Asia,Iran,Flood,1980,1534.0
Asia,Iran,Storms,1980,200.0
Asia,Iran,Droughts,1990,0.0
Asia,Iran,Earthquakes,1990,42875.0
Asia,Iran,Flood,1990,1266.0
Asia,Iran,Storms,1990,31.0
Asia,Iran,Droughts,2000,0.0
Asia,Iran,Earthquakes,2000,27757.0
Asia,Iran,Flood,2000,744.0
Asia,Iran,Storms,2000,43.0
Asia,Iran,Wildfires,2000,0.0
Asia,Iran,Earthquakes,2010,827.0
Asia,Iran,Flood,2010,241.0
Asia,Iran,Storms,2010,4.0
Asia,Iran,Droughts,2020,0.0
Asia,Iran,Earthquakes,2020,11.0
Asia,Iran,Flood,2020,149.0
Asia,Iran,Storms,2020,18.0
Asia,Iraq,Flood,1950,0.0
Asia,Iraq,Droughts,1960,0.0
Asia,Iraq,Flood,1960,0.0
Asia,Iraq,Droughts,1970,0.0
Asia,Iraq,Droughts,1990,0.0
Asia,Iraq,Earthquakes,1990,20.0
Asia,Iraq,Droughts,2000,0.0
Asia,Iraq,Flood,2000,26.0
Asia,Iraq,Earthquakes,2010,10.0
Asia,Iraq,Flood,2010,110.0
Asia,Iraq,Droughts,2020,0.0
Asia,Iraq,Flood,2020,27.0
Asia,Iraq,Storms,2020,4.0
Asia,Israel,Earthquakes,1900,20.0
Asia,Israel,Wildfires,1980,0.0
Asia,Israel,Droughts,1990,0.0
Asia,Israel,Extreme_Temperatures,1990,0.0
Asia,Israel,Flood,1990,15.0
Asia,Israel,Storms,1990,5.0
Asia,Israel,Wildfires,1990,0.0
Asia,Israel,Extreme_Temperatures,2000,0.0
Asia,Israel,Storms,2000,3.0
Asia,Israel,Flood,2010,14.0
Asia,Israel,Storms,2010,4.0
Asia,Israel,Wildfires,2010,44.0
Asia,Israel,Flood,2020,7.0
Asia,Israel,Wildfires,2020,0.0
Asia,Japan,Earthquakes,1900,111.0
Asia,Japan,Volcanoes,1900,155.0
Asia,Japan,Earthquakes,1910,106.0
Asia,Japan,Flood,1910,1379.0
Asia,Japan,Storms,1910,5000.0
Asia,Japan,Volcanoes,1910,140.0
Asia,Japan,Earthquakes,1920,146444.0
Asia,Japan,Storms,1920,3000.0
Asia,Japan,Volcanoes,1920,144.0
Asia,Japan,Earthquakes,1930,3286.0
Asia,Japan,Flood,1930,933.0
Asia,Japan,Storms,1930,3006.0
Asia,Japan,Earthquakes,1940,12060.0
Asia,Japan,Flood,1940,2990.0
Asia,Japan,Storms,1940,7612.0
Asia,Japan,Volcanoes,1940,0.0
Asia,Japan,Earthquakes,1950,33.0
Asia,Japan,Flood,1950,5433.0
Asia,Japan,Storms,1950,11843.0
Asia,Japan,Volcanoes,1950,29.0
Asia,Japan,Earthquakes,1960,220.0
Asia,Japan,Flood,1960,1195.0
Asia,Japan,Storms,1960,1503.0
Asia,Japan,Droughts,1970,0.0
Asia,Japan,Earthquakes,1970,83.0
Asia,Japan,Flood,1970,494.0
Asia,Japan,Storms,1970,916.0
Asia,Japan,Volcanoes,1970,3.0
Asia,Japan,Earthquakes,1980,237.0
Asia,Japan,Flood,1980,416.0
Asia,Japan,Storms,1980,652.0
Asia,Japan,Volcanoes,1980,0.0
Asia,Japan,Earthquakes,1990,5545.0
Asia,Japan,Flood,1990,103.0
Asia,Japan,Storms,1990,351.0
Asia,Japan,Volcanoes,1990,44.0
Asia,Japan,Earthquakes,2000,81.0
Asia,Japan,Extreme_Temperatures,2000,135.0
Asia,Japan,Flood,2000,113.0
Asia,Japan,Storms,2000,446.0
Asia,Japan,Volcanoes,2000,0.0
Asia,Japan,Wildfires,2000,0.0
Asia,Japan,Earthquakes,2010,19952.0
Asia,Japan,Extreme_Temperatures,2010,913.0
Asia,Japan,Flood,2010,375.0
Asia,Japan,Storms,2010,589.0
Asia,Japan,Volcanoes,2010,63.0
Asia,Japan,Earthquakes,2020,246.0
Asia,Japan,Extreme_Temperatures,2020,80.0
Asia,Japan,Flood,2020,102.0
Asia,Japan,Storms,2020,60.0
Asia,Jordan,Earthquakes,1920,268.0
Asia,Jordan,Flood,1960,292.0
Asia,Jordan,Flood,1980,9.0
Asia,Jordan,Droughts,1990,0.0
Asia,Jordan,Extreme_Temperatures,1990,15.0
Asia,Jordan,Flood,1990,10.0
Asia,Jordan,Storms,1990,2.0
Asia,Jordan,Droughts,2000,0.0
Asia,Jordan,Extreme_Temperatures,2000,0.0
Asia,Jordan,Storms,2000,14.0
Asia,Jordan,Flood,2010,34.0
Asia,Jordan,Extreme_Temperatures,2020,0.0
Asia,Kazakhstan,Earthquakes,1910,450.0
Asia,Kazakhstan,Extreme_Temperatures,1990,0.0
Asia,Kazakhstan,Flood,1990,10.0
Asia,Kazakhstan,Storms,1990,112.0
Asia,Kazakhstan,Wildfires,1990,0.0
Asia,Kazakhstan,Earthquakes,2000,3.0
Asia,Kazakhstan,Extreme_Temperatures,2000,3.0
Asia,Kazakhstan,Flood,2000,1.0
Asia,Kazakhstan,Extreme_Temperatures,2010,0.0
Asia,Kazakhstan,Flood,2010,53.0
Asia,Kazakhstan,Droughts,2020,0.0
Asia,Kazakhstan,Earthquakes,2020,0.0
Asia,Kazakhstan,Flood,2020,4.0
Asia,Kazakhstan,Wildfires,2020,14.0
Asia,"Korea, Democratic People's Republic of",Flood,1980,315.0
Asia,"Korea, Democratic People's Republic of",Flood,1990,276.0
Asia,"Korea, Democratic People's Republic of",Storms,1990,6.0
Asia,"Korea, Democratic People's Republic of",Flood,2000,1229.0
Asia,"Korea, Democratic People's Republic of",Storms,2000,49.0
Asia,"Korea, Democratic People's Republic of",Droughts,2010,0.0
Asia,"Korea, Democratic People's Republic of",Extreme_Temperatures,2010,0.0
Asia,"Korea, Democratic People's Republic of",Flood,2010,936.0
Asia,"Korea, Democratic People's Republic of",Storms,2010,180.0
Asia,"Korea, Democratic People's Republic of",Flood,2020,22.0
Asia,"Korea, Republic of",Storms,1930,1104.0
Asia,"Korea, Republic of",Flood,1950,309.0
Asia,"Korea, Republic of",Storms,1950,670.0
Asia,"Korea, Republic of",Droughts,1960,0.0
Asia,"Korea, Republic of",Flood,1960,1365.0
Asia,"Korea, Republic of",Storms,1960,313.0
Asia,"Korea, Republic of",Flood,1970,1117.0
Asia,"Korea, Republic of",Storms,1970,263.0
Asia,"Korea, Republic of",Flood,1980,216.0
Asia,"Korea, Republic of",Storms,1980,1164.0
Asia,"Korea, Republic of",Extreme_Temperatures,1990,40.0
Asia,"Korea, Republic of",Flood,1990,753.0
Asia,"Korea, Republic of",Storms,1990,336.0
Asia,"Korea, Republic of",Droughts,2000,0.0
Asia,"Korea, Republic of",Flood,2000,198.0
Asia,"Korea, Republic of",Storms,2000,423.0
Asia,"Korea, Republic of",Wildfires,2000,2.0
Asia,"Korea, Republic of",Earthquakes,2010,0.0
Asia,"Korea, Republic of",Extreme_Temperatures,2010,6.0
Asia,"Korea, Republic of",Flood,2010,79.0
Asia,"Korea, Republic of",Storms,2010,87.0
Asia,"Korea, Republic of",Wildfires,2010,1.0
Asia,"Korea, Republic of",Extreme_Temperatures,2020,2.0
Asia,"Korea, Republic of",Flood,2020,124.0
Asia,"Korea, Republic of",Storms,2020,43.0
Asia,"Korea, Republic of",Wildfires,2020,1.0
Asia,Kuwait,Flood,1990,2.0
Asia,Kuwait,Flood,2010,1.0
Asia,Kyrgyzstan,Earthquakes,1990,58.0
Asia,Kyrgyzstan,Flood,1990,1.0
Asia,Kyrgyzstan,Droughts,2000,0.0
Asia,Kyrgyzstan,Earthquakes,2000,74.0
Asia,Kyrgyzstan,Extreme_Temperatures,2000,11.0
Asia,Kyrgyzstan,Flood,2000,3.0
Asia,Kyrgyzstan,Storms,2000,4.0
Asia,Kyrgyzstan,Earthquakes,2010,0.0
Asia,Kyrgyzstan,Extreme_Temperatures,2010,16.0
Asia,Kyrgyzstan,Flood,2010,0.0
Asia,Kyrgyzstan,Storms,2010,0.0
Asia,Kyrgyzstan,Extreme_Temperatures,2020,0.0
Asia,Laos,Flood,1960,302.0
Asia,Laos,Droughts,1970,0.0
Asia,Laos,Flood,1970,45.0
Asia,Laos,Droughts,1980,0.0
Asia,Laos,Flood,1980,14.0
Asia,Laos,Droughts,1990,0.0
Asia,Laos,Flood,1990,40.0
Asia,Laos,Storms,1990,56.0
Asia,Laos,Flood,2000,33.0
Asia,Laos,Storms,2000,16.0
Asia,Laos,Droughts,2010,0.0
Asia,Laos,Flood,2010,235.0
Asia,Laos,Storms,2010,0.0
Asia,Laos,Earthquakes,2020,0.0
Asia,Laos,Flood,2020,8.0
Asia,Laos,Storms,2020,2.0
Asia,Lebanon,Earthquakes,1950,136.0
Asia,Lebanon,Flood,1950,440.0
Asia,Lebanon,Flood,1980,0.0
Asia,Lebanon,Mass_Movements_Dry,1980,20.0
Asia,Lebanon,Storms,1990,25.0
Asia,Lebanon,Flood,2000,0.0
Asia,Lebanon,Storms,2000,0.0
Asia,Lebanon,Wildfires,2000,1.0
Asia,Lebanon,Storms,2010,23.0
Asia,Lebanon,Extreme_Temperatures,2020,0.0
Asia,Lebanon,Wildfires,2020,0.0
Asia,Macao,Storms,1990,0.0
Asia,Macao,Storms,2010,10.0
Asia,Malaysia,Flood,1960,56.0
Asia,Malaysia,Storms,1960,21.0
Asia,Malaysia,Flood,1970,61.0
Asia,Malaysia,Flood,1980,51.0
Asia,Malaysia,Droughts,1990,0.0
Asia,Malaysia,Flood,1990,31.0
Asia,Malaysia,Mass_Movements_Dry,1990,72.0
Asia,Malaysia,Storms,1990,272.0
Asia,Malaysia,Wildfires,1990,0.0
Asia,Malaysia,Earthquakes,2000,80.0
Asia,Malaysia,Flood,2000,112.0
Asia,Malaysia,Storms,2000,3.0
Asia,Malaysia,Wildfires,2000,0.0
Asia,Malaysia,Droughts,2010,0.0
Asia,Malaysia,Earthquakes,2010,24.0
Asia,Malaysia,Flood,2010,37.0
Asia,Malaysia,Storms,2010,0.0
Asia,Malaysia,Flood,2020,102.0
Asia,Maldives,Flood,1980,0.0
Asia,Maldives,Storms,1990,0.0
Asia,Maldives,Earthquakes,2000,102.0
Asia,Maldives,Flood,2000,0.0
Asia,Maldives,Flood,2010,0.0
Asia,Maldives,Storms,2020,0.0
Asia,Mongolia,Earthquakes,1950,1200.0
Asia,Mongolia,Flood,1960,57.0
Asia,Mongolia,Flood,1980,0.0
Asia,Mongolia,Wildfires,1980,0.0
Asia,Mongolia,Flood,1990,46.0
Asia,Mongolia,Storms,1990,49.0
Asia,Mongolia,Wildfires,1990,25.0
Asia,Mongolia,Droughts,2000,0.0
Asia,Mongolia,Extreme_Temperatures,2000,0.0
Asia,Mongolia,Flood,2000,41.0
Asia,Mongolia,Storms,2000,94.0
Asia,Mongolia,Extreme_Temperatures,2010,5.0
Asia,Mongolia,Flood,2010,12.0
Asia,Mongolia,Storms,2010,0.0
Asia,Mongolia,Extreme_Temperatures,2020,2.0
Asia,Mongolia,Flood,2020,14.0
Asia,Mongolia,Storms,2020,20.0
Asia,Myanmar,Storms,1900,600.0
Asia,Myanmar,Storms,1920,2706.0
Asia,Myanmar,Earthquakes,1930,586.0
Asia,Myanmar,Storms,1930,1000.0
Asia,Myanmar,Earthquakes,1940,15.0
Asia,Myanmar,Flood,1960,34.0
Asia,Myanmar,Storms,1960,1448.0
Asia,Myanmar,Flood,1970,93.0
Asia,Myanmar,Storms,1970,200.0
Asia,Myanmar,Wildfires,1970,0.0
Asia,Myanmar,Storms,1980,11.0
Asia,Myanmar,Wildfires,1980,8.0
Asia,Myanmar,Earthquakes,1990,0.0
Asia,Myanmar,Flood,1990,169.0
Asia,Myanmar,Storms,1990,17.0
