continent,country,disaster_type,decade,avg_deaths
America,Brazil,Flood,1990,386.0
America,Brazil,Storms,1990,3.0
America,Brazil,Wildfires,1990,1.0
America,Brazil,Droughts,2000,0.0
America,Brazil,Earthquakes,2000,1.0
America,Brazil,Extreme_Temperatures,2000,7.0
America,Brazil,Flood,2000,866.0
America,Brazil,Storms,2000,26.0
America,Brazil,Droughts,2010,0.0
America,Brazil,Extreme_Temperatures,2010,32.0
America,Brazil,Flood,2010,1616.0
America,Brazil,Storms,2010,4.0
America,Brazil,Wildfires,2010,0.0
America,Brazil,Droughts,2020,0.0
America,Brazil,Flood,2020,921.0
America,Brazil,Storms,2020,63.0
America,British Virgin Islands,Storms,1990,0.0
America,British Virgin Islands,Storms,2010,9.0
America,Canada,Mass_Movements_Dry,1900,127.0
America,Canada,Storms,1910,28.0
America,Canada,Wildfires,1910,73.0
America,Canada,Earthquakes,1920,27.0
America,Canada,Wildfires,1920,43.0
America,Canada,Droughts,1930,0.0
America,Canada,Extreme_Temperatures,1930,500.0
America,Canada,Droughts,1940,0.0
America,Canada,Storms,1940,17.0
America,Canada,Flood,1950,1.0
America,Canada,Mass_Movements_Dry,1950,3.0
America,Canada,Storms,1950,89.0
America,Canada,Droughts,1960,0.0
America,Canada,Storms,1960,33.0
America,Canada,Droughts,1970,0.0
America,Canada,Flood,1970,0.0
America,Canada,Storms,1970,24.0
America,Canada,Droughts,1980,0.0
America,Canada,Extreme_Temperatures,1980,0.0
America,Canada,Flood,1980,3.0
America,Canada,Storms,1980,38.0
America,Canada,Wildfires,1980,1.0
America,Canada,Extreme_Temperatures,1990,0.0
America,Canada,Flood,1990,25.0
America,Canada,Storms,1990,38.0
America,Canada,Wildfires,1990,0.0
America,Canada,Flood,2000,9.0
America,Canada,Storms,2000,32.0
America,Canada,Wildfires,2000,1.0
America,Canada,Extreme_Temperatures,2010,80.0
America,Canada,Flood,2010,12.0
America,Canada,Storms,2010,3.0
America,Canada,Wildfires,2010,1.0
America,Canada,Extreme_Temperatures,2020,817.0
America,Canada,Flood,2020,11.0
America,Canada,Storms,2020,18.0
America,Canada,Wildfires,2020,4.0
America,Cayman Islands,Storms,2000,2.0
America,Chile,Earthquakes,1900,20000.0
America,Chile,Earthquakes,1920,1220.0
America,Chile,Earthquakes,1930,30000.0
America,Chile,Earthquakes,1940,55.0
America,Chile,Volcanoes,1940,100.0
America,Chile,Earthquakes,1950,15.0
America,Chile,Droughts,1960,0.0
America,Chile,Earthquakes,1960,6404.0
America,Chile,Flood,1960,600.0
America,Chile,Storms,1960,58.0
America,Chile,Volcanoes,1960,4.0
America,Chile,Droughts,1970,0.0
America,Chile,Earthquakes,1970,85.0
America,Chile,Flood,1970,36.0
America,Chile,Storms,1970,15.0
America,Chile,Earthquakes,1980,189.0
America,Chile,Flood,1980,171.0
America,Chile,Storms,1980,143.0
America,Chile,Volcanoes,1980,0.0
America,Chile,Droughts,1990,0.0
America,Chile,Earthquakes,1990,11.0
America,Chile,Extreme_Temperatures,1990,2.0
America,Chile,Flood,1990,159.0
America,Chile,Storms,1990,4.0
America,Chile,Volcanoes,1990,6.0
America,Chile,Wildfires,1990,10.0
America,Chile,Earthquakes,2000,23.0
America,Chile,Extreme_Temperatures,2000,6.0
America,Chile,Flood,2000,74.0
America,Chile,Storms,2000,47.0
America,Chile,Volcanoes,2000,0.0
America,Chile,Wildfires,2000,0.0
America,Chile,Earthquakes,2010,590.0
America,Chile,Extreme_Temperatures,2010,0.0
America,Chile,Flood,2010,205.0
America,Chile,Storms,2010,6.0
America,Chile,Volcanoes,2010,0.0
America,Chile,Wildfires,2010,32.0
America,Chile,Flood,2020,7.0
America,Chile,Storms,2020,0.0
America,Chile,Wildfires,2020,460.0
America,Colombia,Earthquakes,1900,400.0
America,Colombia,Earthquakes,1920,300.0
America,Colombia,Earthquakes,1930,18.0
America,Colombia,Volcanoes,1940,1000.0
America,Colombia,Earthquakes,1950,322.0
America,Colombia,Flood,1950,184.0
America,Colombia,Earthquakes,1960,128.0
America,Colombia,Flood,1960,135.0
America,Colombia,Storms,1960,0.0
America,Colombia,Earthquakes,1970,650.0
America,Colombia,Flood,1970,576.0
America,Colombia,Earthquakes,1980,260.0
America,Colombia,Flood,1980,450.0
America,Colombia,Mass_Movements_Dry,1980,160.0
America,Colombia,Storms,1980,31.0
America,Colombia,Volcanoes,1980,21800.0
America,Colombia,Droughts,1990,0.0
America,Colombia,Earthquakes,1990,1527.0
America,Colombia,Flood,1990,234.0
America,Colombia,Storms,1990,2.0
America,Colombia,Volcanoes,1990,10.0
America,Colombia,Wildfires,1990,0.0
America,Colombia,Earthquakes,2000,14.0
America,Colombia,Flood,2000,1031.0
America,Colombia,Mass_Movements_Dry,2000,12.0
America,Colombia,Storms,2000,5.0
America,Colombia,Volcanoes,2000,16.0
America,Colombia,Wildfires,2000,0.0
America,Colombia,Droughts,2010,0.0
America,Colombia,Earthquakes,2010,0.0
America,Colombia,Flood,2010,975.0
America,Colombia,Storms,2010,11.0
America,Colombia,Wildfires,2010,42.0
America,Colombia,Droughts,2020,0.0
America,Colombia,Flood,2020,131.0
America,Colombia,Storms,2020,23.0
America,Costa Rica,Earthquakes,1910,2450.0
America,Costa Rica,Earthquakes,1950,39.0
America,Costa Rica,Flood,1960,7.0
America,Costa Rica,Volcanoes,1960,102.0
America,Costa Rica,Droughts,1970,0.0
America,Costa Rica,Earthquakes,1970,21.0
America,Costa Rica,Flood,1970,24.0
America,Costa Rica,Volcanoes,1970,2.0
America,Costa Rica,Wildfires,1970,0.0
America,Costa Rica,Earthquakes,1980,12.0
America,Costa Rica,Flood,1980,8.0
America,Costa Rica,Storms,1980,28.0
America,Costa Rica,Droughts,1990,0.0
America,Costa Rica,Earthquakes,1990,51.0
America,Costa Rica,Flood,1990,27.0
America,Costa Rica,Storms,1990,62.0
America,Costa Rica,Volcanoes,1990,0.0
America,Costa Rica,Wildfires,1990,0.0
America,Costa Rica,Earthquakes,2000,41.0
America,Costa Rica,Flood,2000,44.0
America,Costa Rica,Storms,2000,5.0
America,Costa Rica,Droughts,2010,0.0
America,Costa Rica,Earthquakes,2010,2.0
America,Costa Rica,Flood,2010,38.0
America,Costa Rica,Storms,2010,22.0
America,Costa Rica,Volcanoes,2010,0.0
America,Costa Rica,Flood,2020,3.0
America,Costa Rica,Storms,2020,0.0
America,Cuba,Storms,1920,600.0
America,Cuba,Storms,1930,2535.0
America,Cuba,Storms,1940,14.0
America,Cuba,Storms,1960,1755.0
America,Cuba,Earthquakes,1970,1.0
America,Cuba,Flood,1970,7.0
America,Cuba,Storms,1970,26.0
America,Cuba,Droughts,1980,0.0
America,Cuba,Flood,1980,38.0
America,Cuba,Storms,1980,31.0
America,Cuba,Wildfires,1980,0.0
America,Cuba,Droughts,1990,0.0
America,Cuba,Earthquakes,1990,0.0
America,Cuba,Flood,1990,65.0
America,Cuba,Storms,1990,19.0
America,Cuba,Wildfires,1990,0.0
America,Cuba,Droughts,2000,0.0
America,Cuba,Flood,2000,4.0
America,Cuba,Storms,2000,40.0
America,Cuba,Droughts,2010,0.0
America,Cuba,Flood,2010,7.0
America,Cuba,Storms,2010,37.0
America,Cuba,Flood,2020,9.0
America,Cuba,Storms,2020,6.0
America,Dominica,Storms,1930,2000.0
America,Dominica,Storms,1960,0.0
America,Dominica,Storms,1970,40.0
America,Dominica,Storms,1980,2.0
America,Dominica,Storms,1990,2.0
America,Dominica,Earthquakes,2000,0.0
America,Dominica,Storms,2000,2.0
America,Dominica,Storms,2010,94.0
America,Dominican Republic,Storms,1930,2000.0
America,Dominican Republic,Earthquakes,1940,73.0
America,Dominican Republic,Droughts,1960,0.0
America,Dominican Republic,Storms,1960,481.0
America,Dominican Republic,Wildfires,1960,0.0
America,Dominican Republic,Flood,1970,32.0
America,Dominican Republic,Storms,1970,1400.0
America,Dominican Republic,Flood,1980,32.0
America,Dominican Republic,Storms,1980,22.0
America,Dominican Republic,Wildfires,1980,0.0
America,Dominican Republic,Flood,1990,43.0
America,Dominican Republic,Storms,1990,382.0
America,Dominican Republic,Earthquakes,2000,3.0
America,Dominican Republic,Flood,2000,723.0
America,Dominican Republic,Storms,2000,211.0
America,Dominican Republic,Wildfires,2000,0.0
America,Dominican Republic,Flood,2010,29.0
America,Dominican Republic,Storms,2010,26.0
America,Dominican Republic,Flood,2020,35.0
America,Dominican Republic,Storms,2020,13.0
America,Ecuador,Earthquakes,1920,40.0
America,Ecuador,Earthquakes,1940,6200.0
America,Ecuador,Flood,1950,121.0
America,Ecuador,Droughts,1960,0.0
America,Ecuador,Flood,1960,0.0
America,Ecuador,Earthquakes,1970,49.0
America,Ecuador,Flood,1970,20.0
America,Ecuador,Volcanoes,1970,1.0
America,Ecuador,Earthquakes,1980,5010.0
America,Ecuador,Flood,1980,342.0
America,Ecuador,Wildfires,1980,0.0
America,Ecuador,Droughts,1990,0.0
America,Ecuador,Earthquakes,1990,37.0
America,Ecuador,Flood,1990,267.0
America,Ecuador,Volcanoes,1990,0.0
America,Ecuador,Wildfires,1990,0.0
America,Ecuador,Droughts,2000,0.0
America,Ecuador,Flood,2000,183.0
America,Ecuador,Mass_Movements_Dry,2000,60.0
America,Ecuador,Volcanoes,2000,5.0
America,Ecuador,Droughts,2010,0.0
America,Ecuador,Earthquakes,2010,676.0
America,Ecuador,Flood,2010,78.0
America,Ecuador,Volcanoes,2010,0.0
America,Ecuador,Wildfires,2010,5.0
America,Ecuador,Earthquakes,2020,15.0
America,Ecuador,Flood,2020,118.0
America,Ecuador,Volcanoes,2020,0.0
America,El Salvador,Earthquakes,1930,400.0
America,El Salvador,Storms,1930,2000.0
America,El Salvador,Earthquakes,1950,1100.0
America,El Salvador,Earthquakes,1960,125.0
America,El Salvador,Storms,1960,2.0
America,El Salvador,Droughts,1980,0.0
America,El Salvador,Earthquakes,1980,1120.0
America,El Salvador,Flood,1980,543.0
America,El Salvador,Droughts,1990,0.0
America,El Salvador,Flood,1990,17.0
America,El Salvador,Storms,1990,491.0
America,El Salvador,Droughts,2000,0.0
America,El Salvador,Earthquakes,2000,1160.0
America,El Salvador,Extreme_Temperatures,2000,1.0
America,El Salvador,Flood,2000,83.0
America,El Salvador,Storms,2000,345.0
America,El Salvador,Volcanoes,2000,2.0
America,El Salvador,Droughts,2010,0.0
America,El Salvador,Earthquakes,2010,1.0
America,El Salvador,Flood,2010,40.0
America,El Salvador,Storms,2010,39.0
America,El Salvador,Volcanoes,2010,0.0
America,El Salvador,Flood,2020,5.0
America,El Salvador,Storms,2020,47.0
America,French Guiana,Flood,1990,0.0
America,French Guiana,Flood,2020,0.0
America,Grenada,Storms,1960,6.0
America,Grenada,Flood,1970,0.0
America,Grenada,Storms,1980,0.0
America,Grenada,Storms,1990,0.0
America,Grenada,Storms,2000,39.0
America,Grenada,Droughts,2010,0.0
America,Guadeloupe,Storms,1920,2000.0
America,Guadeloupe,Storms,1950,0.0
America,Guadeloupe,Storms,1960,39.0
America,Guadeloupe,Storms,1970,0.0
America,Guadeloupe,Volcanoes,1970,0.0
America,Guadeloupe,Flood,1980,0.0
America,Guadeloupe,Storms,1980,5.0
America,Guadeloupe,Storms,1990,4.0
America,Guadeloupe,Earthquakes,2000,1.0
America,Guadeloupe,Storms,2000,0.0
America,Guadeloupe,Storms,2010,4.0
America,Guadeloupe,Storms,2020,1.0
America,Guatemala,Earthquakes,1900,2000.0
America,Guatemala,Volcanoes,1900,7000.0
America,Guatemala,Earthquakes,1910,2650.0
America,Guatemala,Flood,1940,40000.0
America,Guatemala,Storms,1960,269.0
America,Guatemala,Earthquakes,1970,23000.0
America,Guatemala,Flood,1970,5.0
America,Guatemala,Droughts,1980,0.0
America,Guatemala,Earthquakes,1980,5.0
America,Guatemala,Flood,1980,714.0
America,Guatemala,Volcanoes,1980,0.0
America,Guatemala,Wildfires,1980,0.0
America,Guatemala,Droughts,1990,0.0
America,Guatemala,Earthquakes,1990,16.0
America,Guatemala,Flood,1990,53.0
America,Guatemala,Mass_Movements_Dry,1990,23.0
America,Guatemala,Storms,1990,384.0
America,Guatemala,Volcanoes,1990,0.0
America,Guatemala,Droughts,2000,41.0
America,Guatemala,Earthquakes,2000,6.0
America,Guatemala,Extreme_Temperatures,2000,6.0
America,Guatemala,Flood,2000,77.0
America,Guatemala,Mass_Movements_Dry,2000,36.0
America,Guatemala,Storms,2000,1540.0
America,Guatemala,Volcanoes,2000,0.0
America,Guatemala,Wildfires,2000,0.0
America,Guatemala,Droughts,2010,0.0
America,Guatemala,Earthquakes,2010,49.0
America,Guatemala,Extreme_Temperatures,2010,0.0
America,Guatemala,Flood,2010,70.0
America,Guatemala,Storms,2010,196.0
America,Guatemala,Volcanoes,2010,461.0
America,Guatemala,Earthquakes,2020,3.0
America,Guatemala,Flood,2020,131.0
America,Guatemala,Storms,2020,168.0
America,Guatemala,Volcanoes,2020,0.0
America,Guyana,Flood,1970,0.0
America,Guyana,Droughts,1980,0.0
America,Guyana,Flood,1980,0.0
America,Guyana,Droughts,1990,0.0
America,Guyana,Flood,1990,0.0
America,Guyana,Flood,2000,34.0
America,Guyana,Droughts,2010,0.0
America,Guyana,Flood,2010,0.0
America,Guyana,Flood,2020,0.0
America,Haiti,Storms,1900,150.0
America,Haiti,Storms,1910,1600.0
America,Haiti,Storms,1930,2150.0
America,Haiti,Earthquakes,1950,6.0
America,Haiti,Flood,1950,50.0
America,Haiti,Storms,1950,410.0
America,Haiti,Droughts,1960,0.0
America,Haiti,Flood,1960,526.0
America,Haiti,Storms,1960,5580.0
America,Haiti,Droughts,1970,0.0
America,Haiti,Flood,1970,78.0
America,Haiti,Storms,1970,8.0
America,Haiti,Droughts,1980,0.0
America,Haiti,Flood,1980,208.0
America,Haiti,Storms,1980,274.0
America,Haiti,Droughts,1990,0.0
America,Haiti,Flood,1990,44.0
America,Haiti,Storms,1990,1378.0
America,Haiti,Droughts,2000,0.0
America,Haiti,Flood,2000,2910.0
America,Haiti,Storms,2000,3663.0
America,Haiti,Droughts,2010,0.0
America,Haiti,Earthquakes,2010,222587.0
America,Haiti,Flood,2010,244.0
America,Haiti,Storms,2010,673.0
America,Haiti,Earthquakes,2020,2577.0
America,Haiti,Flood,2020,94.0
America,Haiti,Storms,2020,39.0
America,Honduras,Storms,1930,1500.0
America,Honduras,Droughts,1960,0.0
America,Honduras,Flood,1960,0.0
America,Honduras,Storms,1960,275.0
America,Honduras,Droughts,1970,0.0
America,Honduras,Flood,1970,21.0
America,Honduras,Storms,1970,8000.0
America,Honduras,Earthquakes,1980,0.0
America,Honduras,Flood,1980,19.0
America,Honduras,Mass_Movements_Dry,1980,10.0
America,Honduras,Storms,1980,130.0
America,Honduras,Droughts,1990,0.0
America,Honduras,Flood,1990,624.0
America,Honduras,Storms,1990,14619.0
America,Honduras,Droughts,2000,0.0
America,Honduras,Earthquakes,2000,7.0
America,Honduras,Flood,2000,106.0
America,Honduras,Storms,2000,75.0
America,Honduras,Wildfires,2000,0.0
America,Honduras,Droughts,2010,0.0
America,Honduras,Flood,2010,189.0
America,Honduras,Storms,2010,26.0
America,Honduras,Droughts,2020,0.0
America,Honduras,Flood,2020,12.0
America,Honduras,Storms,2020,139.0
America,Honduras,Wildfires,2020,0.0
America,Jamaica,Earthquakes,1900,1200.0
America,Jamaica,Flood,1900,300.0
America,Jamaica,Storms,1900,65.0
America,Jamaica,Storms,1910,199.0
America,Jamaica,Storms,1920,4.0
America,Jamaica,Flood,1930,164.0
America,Jamaica,Mass_Movements_Dry,1930,40.0
America,Jamaica,Storms,1930,10.0
America,Jamaica,Flood,1940,125.0
America,Jamaica,Storms,1940,32.0
America,Jamaica,Storms,1950,154.0
America,Jamaica,Droughts,1960,0.0
America,Jamaica,Storms,1960,11.0
America,Jamaica,Flood,1970,44.0
America,Jamaica,Storms,1970,6.0
America,Jamaica,Droughts,1980,0.0
America,Jamaica,Flood,1980,63.0
America,Jamaica,Storms,1980,62.0
America,Jamaica,Flood,1990,24.0
America,Jamaica,Storms,1990,4.0
America,Jamaica,Droughts,2000,0.0
America,Jamaica,Flood,2000,10.0
America,Jamaica,Storms,2000,45.0
America,Jamaica,Droughts,2010,0.0
America,Jamaica,Storms,2010,16.0
America,Martinique,Volcanoes,1900,30000.0
America,Martinique,Storms,1960,25.0
America,Martinique,Storms,1970,45.0
America,Martinique,Storms,1980,0.0
America,Martinique,Storms,1990,10.0
America,Martinique,Earthquakes,2000,1.0
America,Martinique,Storms,2000,1.0
America,Martinique,Storms,2010,1.0
America,Mexico,Earthquakes,1910,45.0
America,Mexico,Earthquakes,1920,648.0
America,Mexico,Wildfires,1920,60.0
America,Mexico,Earthquakes,1930,434.0
America,Mexico,Volcanoes,1940,1000.0
America,Mexico,Earthquakes,1950,185.0
America,Mexico,Flood,1950,2140.0
America,Mexico,Storms,1950,1810.0
America,Mexico,Earthquakes,1960,78.0
America,Mexico,Extreme_Temperatures,1960,90.0
America,Mexico,Flood,1960,27.0
America,Mexico,Storms,1960,619.0
America,Mexico,Droughts,1970,0.0
America,Mexico,Earthquakes,1970,570.0
America,Mexico,Flood,1970,208.0
America,Mexico,Storms,1970,789.0
America,Mexico,Droughts,1980,0.0
America,Mexico,Earthquakes,1980,9594.0
America,Mexico,Extreme_Temperatures,1980,23.0
America,Mexico,Flood,1980,205.0
America,Mexico,Storms,1980,892.0
America,Mexico,Volcanoes,1980,100.0
America,Mexico,Wildfires,1980,0.0
America,Mexico,Droughts,1990,0.0
America,Mexico,Earthquakes,1990,111.0
America,Mexico,Extreme_Temperatures,1990,916.0
America,Mexico,Flood,1990,1219.0
America,Mexico,Storms,1990,784.0
America,Mexico,Volcanoes,1990,20.0
America,Mexico,Wildfires,1990,50.0
America,Mexico,Droughts,2000,0.0
America,Mexico,Earthquakes,2000,29.0
America,Mexico,Extreme_Temperatures,2000,156.0
America,Mexico,Flood,2000,344.0
America,Mexico,Storms,2000,144.0
America,Mexico,Volcanoes,2000,0.0
America,Mexico,Wildfires,2000,0.0
America,Mexico,Droughts,2010,0.0
America,Mexico,Earthquakes,2010,476.0
America,Mexico,Extreme_Temperatures,2010,3.0
America,Mexico,Flood,2010,215.0
America,Mexico,Storms,2010,494.0
America,Mexico,Wildfires,2010,0.0
America,Mexico,Earthquakes,2020,18.0
America,Mexico,Flood,2020,84.0
America,Mexico,Storms,2020,222.0
America,Montserrat,Storms,1920,0.0
America,Montserrat,Storms,1980,11.0
America,Montserrat,Storms,1990,0.0
America,Montserrat,Volcanoes,1990,32.0
America,Montserrat,Volcanoes,2000,0.0
America,Nicaragua,Earthquakes,1930,2000.0
America,Nicaragua,Earthquakes,1950,500.0
America,Nicaragua,Earthquakes,1960,0.0
America,Nicaragua,Flood,1960,325.0
America,Nicaragua,Earthquakes,1970,10000.0
America,Nicaragua,Flood,1970,16.0
America,Nicaragua,Storms,1970,35.0
America,Nicaragua,Volcanoes,1970,0.0
America,Nicaragua,Flood,1980,0.0
America,Nicaragua,Storms,1980,201.0
America,Nicaragua,Droughts,1990,0.0
America,Nicaragua,Earthquakes,1990,179.0
America,Nicaragua,Flood,1990,15.0
America,Nicaragua,Storms,1990,3451.0
America,Nicaragua,Volcanoes,1990,1.0
America,Nicaragua,Wildfires,1990,0.0
America,Nicaragua,Droughts,2000,0.0
America,Nicaragua,Earthquakes,2000,7.0
America,Nicaragua,Flood,2000,27.0
America,Nicaragua,Storms,2000,217.0
America,Nicaragua,Wildfires,2000,0.0
America,Nicaragua,Droughts,2010,0.0
America,Nicaragua,Earthquakes,2010,2.0
America,Nicaragua,Flood,2010,132.0
America,Nicaragua,Storms,2010,20.0
America,Nicaragua,Storms,2020,25.0
America,Panama,Flood,1960,20.0
America,Panama,Storms,1960,1.0
America,Panama,Flood,1970,74.0
America,Panama,Droughts,1980,0.0
America,Panama,Flood,1980,3.0
America,Panama,Storms,1980,30.0
America,Panama,Earthquakes,1990,30.0
America,Panama,Flood,1990,14.0
America,Panama,Storms,1990,15.0
America,Panama,Earthquakes,2000,2.0
America,Panama,Flood,2000,66.0
America,Panama,Wildfires,2000,0.0
America,Panama,Droughts,2010,0.0
America,Panama,Flood,2010,30.0
America,Panama,Storms,2010,14.0
America,Panama,Flood,2020,12.0
America,Panama,Storms,2020,83.0
America,Paraguay,Droughts,1960,0.0
America,Paraguay,Flood,1960,6.0
America,Paraguay,Flood,1970,0.0
America,Paraguay,Droughts,1980,0.0
America,Paraguay,Flood,1980,76.0
America,Paraguay,Droughts,1990,1.0
America,Paraguay,Flood,1990,55.0
America,Paraguay,Storms,1990,33.0
America,Paraguay,Droughts,2000,15.0
America,Paraguay,Extreme_Temperatures,2000,8.0
America,Paraguay,Flood,2000,0.0
America,Paraguay,Storms,2000,0.0
America,Paraguay,Wildfires,2000,8.0
America,Paraguay,Droughts,2010,0.0
America,Paraguay,Extreme_Temperatures,2010,12.0
America,Paraguay,Flood,2010,52.0
America,Paraguay,Storms,2010,7.0
America,Paraguay,Wildfires,2010,0.0
America,Paraguay,Flood,2020,16.0
America,Peru,Earthquakes,1910,184.0
America,Peru,Earthquakes,1930,37.0
America,Peru,Earthquakes,1940,2042.0
America,Peru,Earthquakes,1950,120.0
America,Peru,Droughts,1960,0.0
America,Peru,Earthquakes,1960,344.0
America,Peru,Flood,1960,85.0
America,Peru,Mass_Movements_Dry,1960,2000.0
America,Peru,Storms,1960,60.0
America,Peru,Earthquakes,1970,66948.0
America,Peru,Flood,1970,276.0
America,Peru,Droughts,1980,0.0
America,Peru,Earthquakes,1980,54.0
America,Peru,Extreme_Temperatures,1980,17.0
America,Peru,Flood,1980,783.0
America,Peru,Mass_Movements_Dry,1980,0.0
America,Peru,Droughts,1990,0.0
America,Peru,Earthquakes,1990,292.0
America,Peru,Extreme_Temperatures,1990,25.0
America,Peru,Flood,1990,300.0
America,Peru,Storms,1990,518.0
America,Peru,Volcanoes,1990,0.0
America,Peru,Wildfires,1990,0.0
America,Peru,Droughts,2000,0.0
America,Peru,Earthquakes,2000,749.0
America,Peru,Extreme_Temperatures,2000,770.0
America,Peru,Flood,2000,179.0
America,Peru,Storms,2000,59.0
America,Peru,Volcanoes,2000,0.0
America,Peru,Earthquakes,2010,18.0
America,Peru,Extreme_Temperatures,2010,1208.0
America,Peru,Flood,2010,605.0
America,Peru,Storms,2010,16.0
America,Peru,Volcanoes,2010,0.0
America,Peru,Wildfires,2010,0.0
America,Peru,Earthquakes,2020,1.0
America,Peru,Flood,2020,135.0
America,Peru,Storms,2020,8.0
America,Peru,Volcanoes,2020,2.0
America,Puerto Rico,Earthquakes,1910,116.0
America,Puerto Rico,Storms,1920,300.0
America,Puerto Rico,Storms,1930,225.0
America,Puerto Rico,Storms,1960,0.0
America,Puerto Rico,Flood,1970,60.0
America,Puerto Rico,Storms,1970,29.0
America,Puerto Rico,Flood,1980,500.0
America,Puerto Rico,Storms,1980,0.0
America,Puerto Rico,Droughts,1990,0.0
America,Puerto Rico,Flood,1990,18.0
America,Puerto Rico,Storms,1990,20.0
America,Puerto Rico,Flood,2000,4.0
America,Puerto Rico,Storms,2000,3.0
America,Puerto Rico,Flood,2010,1.0
America,Puerto Rico,Storms,2010,67.0
America,Puerto Rico,Earthquakes,2020,4.0
America,Puerto Rico,Flood,2020,0.0
America,Puerto Rico,Storms,2020,26.0
America,Saint Barthelemy,Storms,2010,4.0
America,Saint Kitts and Nevis,Storms,1920,0.0
America,Saint Kitts and Nevis,Storms,1950,0.0
America,Saint Kitts and Nevis,Flood,1980,0.0
America,Saint Kitts and Nevis,Storms,1980,1.0
America,Saint Kitts and Nevis,Storms,1990,5.0
America,Saint Kitts and Nevis,Storms,2000,0.0
America,Saint Kitts and Nevis,Storms,2010,0.0
America,Saint Lucia,Storms,1960,10.0
America,Saint Lucia,Storms,1980,9.0
America,Saint Lucia,Storms,1990,4.0
America,Saint Lucia,Earthquakes,2000,0.0
America,Saint Lucia,Storms,2000,1.0
America,Saint Lucia,Droughts,2010,0.0
America,Saint Lucia,Flood,2010,6.0
America,Saint Lucia,Storms,2010,14.0
America,Saint Lucia,Flood,2020,0.0
America,Saint Lucia,Storms,2020,1.0
America,Saint Martin (French part),Storms,2010,12.0
America,Saint Vincent and the Grenadines,Volcanoes,1900,1565.0
America,Saint Vincent and the Grenadines,Storms,1950,122.0
America,Saint Vincent and the Grenadines,Storms,1960,2.0
America,Saint Vincent and the Grenadines,Flood,1970,0.0
America,Saint Vincent and the Grenadines,Volcanoes,1970,2.0
America,Saint Vincent and the Grenadines,Flood,1980,0.0
America,Saint Vincent and the Grenadines,Storms,1980,0.0
America,Saint Vincent and the Grenadines,Flood,1990,3.0
America,Saint Vincent and the Grenadines,Storms,1990,0.0
America,Saint Vincent and the Grenadines,Storms,2000,4.0
America,Saint Vincent and the Grenadines,Droughts,2010,0.0
America,Saint Vincent and the Grenadines,Flood,2010,12.0
America,Saint Vincent and the Grenadines,Storms,2010,1.0
America,Saint Vincent and the Grenadines,Storms,2020,0.0
America,Saint Vincent and the Grenadines,Volcanoes,2020,0.0
America,Sint Maarten (Dutch part),Storms,2010,4.0
America,Suriname,Flood,1960,0.0
America,Suriname,Flood,2000,5.0
America,Suriname,Flood,2020,0.0
America,Trinidad and Tobago,Storms,1930,13.0
America,Trinidad and Tobago,Storms,1960,24.0
America,Trinidad and Tobago,Storms,1970,2.0
America,Trinidad and Tobago,Earthquakes,1990,0.0
America,Trinidad and Tobago,Flood,1990,5.0
America,Trinidad and Tobago,Storms,1990,0.0
America,Trinidad and Tobago,Volcanoes,1990,0.0
America,Trinidad and Tobago,Storms,2000,1.0
America,Trinidad and Tobago,Droughts,2010,0.0
America,Trinidad and Tobago,Flood,2010,0.0
America,Trinidad and Tobago,Flood,2020,0.0
America,Turks and Caicos Islands,Storms,1980,0.0
America,Turks and Caicos Islands,Storms,1990,0.0
America,Turks and Caicos Islands,Storms,2000,4.0
America,Turks and Caicos Islands,Storms,2010,0.0
America,United States Virgin Islands,Storms,1980,0.0
America,United States Virgin Islands,Storms,1990,10.0
America,United States Virgin Islands,Storms,2000,0.0
America,United States Virgin Islands,Storms,2010,7.0
America,United States of America,Earthquakes,1900,700.0
America,United States of America,Flood,1900,322.0
America,United States of America,Storms,1900,6787.0
America,United States of America,Earthquakes,1910,6.0
America,United States of America,Storms,1910,1821.0
America,United States of America,Wildfires,1910,1000.0
America,United States of America,Earthquakes,1920,13.0
America,United States of America,Flood,1920,246.0
America,United States of America,Storms,1920,3154.0
America,United States of America,Droughts,1930,0.0
America,United States of America,Earthquakes,1930,116.0
America,United States of America,Extreme_Temperatures,1930,1193.0
America,United States of America,Flood,1930,337.0
America,United States of America,Storms,1930,1875.0
America,United States of America,Earthquakes,1940,182.0
America,United States of America,Flood,1940,55.0
America,United States of America,Storms,1940,1106.0
America,United States of America,Wildfires,1940,121.0
America,United States of America,Earthquakes,1950,42.0
America,United States of America,Extreme_Temperatures,1950,176.0
America,United States of America,Flood,1950,148.0
America,United States of America,Storms,1950,2518.0
America,United States of America,Wildfires,1950,11.0
America,United States of America,Earthquakes,1960,199.0
America,United States of America,Extreme_Temperatures,1960,412.0
America,United States of America,Flood,1960,224.0
America,United States of America,Storms,1960,2775.0
America,United States of America,Earthquakes,1970,65.0
America,United States of America,Extreme_Temperatures,1970,32.0
America,United States of America,Flood,1970,599.0
America,United States of America,Storms,1970,1447.0
America,United States of America,Wildfires,1970,0.0
America,United States of America,Droughts,1980,0.0
America,United States of America,Earthquakes,1980,77.0
America,United States of America,Extreme_Temperatures,1980,1660.0
America,United States of America,Flood,1980,140.0
America,United States of America,Storms,1980,1844.0
America,United States of America,Volcanoes,1980,90.0
America,United States of America,Droughts,1990,0.0
America,United States of America,Earthquakes,1990,65.0
America,United States of America,Extreme_Temperatures,1990,1156.0
